unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
STUNNING 1BHK I 5 STARS LIVING I PRIME LOCATION,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,629,175000,yearly,Salim Chopdar,AL SABAH GLORY REAL ESTATE,7135320548,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2Q1nNa7SUHQ.html
Motivated Owner | Bills Included | Luxury Unit,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,3,3,1919,599999,yearly,Aiman Zhumadilova,Atomic Properties,7135321112,2026-01-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-16124856.html
Luxury Living | Beach Access | Hotel Facilities,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,1,697,230000,yearly,Luke Paul,Two Continents Real Estate L.L.C.,7135321488,2026-02-03,https://www.propertyfinder.ae/en/plp/rent/hotel-apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-16226830.html
Spacious | High Floor | Luxury Living | Sea Views,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,3,4,1867,650000,yearly,Oren Dmitrishin,THRIVESTATE SQUARE REAL ESTATE,7135321582,2026-02-20,https://www.propertyfinder.ae/en/plp/rent/hotel-apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2PZcPWY2cL2.html
Furnished | High Floor | Marina View | Vacant,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,749,175000,yearly,Oren Dmitrishin,THRIVESTATE SQUARE REAL ESTATE,7135321958,2026-02-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2PW5izNZIMj.html
Brand New | High-End Furnishing | Biggest Layout,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,851,169999,yearly,Thomas McCone,McCone Properties,71353223087,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Q6nb9byYUa.html
Sea and Palm Views | High Floor | Vacant,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,3,4,1867,600000,yearly,Heidi Morrison,White & Co Real Estate,7135322334,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2Q6hRMgmI0O.html
3 Bedroom | Beach and Marina Views | View Today!,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1919,420000,yearly,Oliver Rust,Prime Location Properties,71353223372,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Pjgl8PcCZs.html
Marina View | Upgraded | Fully Furnished,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,852,170000,yearly,Jonathan Dickson,White & Co Real Estate,71353223562,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-64425243.html
Upgraded | Sea View | Private Beach Access,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1916,600000,yearly,Arundeep Johal,Dacha Real Estate,71353224512,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PtAF4qZbvs.html
Marina Skyline View | Vacant | Furnished,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,852,155000,yearly,Jonathan Dickson,White & Co Real Estate,71353224702,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Q8FbiSVUUy.html
Marina View | Unfurnished | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,851,170000,yearly,Joanna Plunkett,Huspy Dubai,71353226032,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16306713.html
NEW BUILDING | VACANT | MARINA VIEW,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,857,150000,yearly,Vrezh Ftoian,ELIT STROY PROPERTY L.L.C,71353226412,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67454619.html
NEW BUILDING | VACANT | MARINA VIEW,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,870,170000,yearly,Vrezh Ftoian,ELIT STROY PROPERTY L.L.C,71353226507,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67453206.html
Breathtaking Sea Floating View | Mid Floor,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1200,250000,yearly,Sokhna Baly Diaw,betterhomes - Dubai Marina,71353226697,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16135320.html
Marina View | Corner Unit | Unique Layout,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1918,430000,yearly,Mitul Gadhia,Driven Properties,71353226792,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16173717.html
Partial Sea View I Prime Location I Beach Access,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,726,128000,yearly,Pooja Jeswani,Achiever Properties,71353227172,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PtbMWVaUqW.html
Palm Marina View | Large Layout Luxury Unfurnished,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1201,429000,yearly,Hammad Raza Khalid,fam Properties - Branch 6,71353227552,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Q1TXQqZQjA.html
Marina View | Corner Unit | Beach access,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1918,420000,yearly,Mitul Gadhia,Driven Properties,71353227647,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16173719.html
Brand New | Private Beach Access | Vacant Now,Palace Beach Residence,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,853,150000,yearly,Akgozel Orazgulyyeva,PRESTINCE PROPERTIES L.L.C,71353227837,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-2Pgqmyen8cq.html
Fully Furnished | Vacant | Beach Access | Sea View,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,726,170000,yearly,Rosalita Basto,QUINTA ESTATES L.L.C,71353228882,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Q1NdnyEJHc.html
Marina View | Furnished | Upgraded | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,870,180000,yearly,Polina Kudina,MAVRIX LUXURY PROPERTIES L.L.C,71353229072,2026-01-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16179276.html
Best Layout | Fully Furnished | Motivated Landlord,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,726,145000,yearly,Dana Vilmane,Elite Property Brokerage,71353229672,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67825680.html
Marina View | Largest Layout | Luxury Waterfront,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,856,150000,yearly,Dana Vilmane,Elite Property Brokerage,71353229862,2026-01-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16182246.html
Furnished 2BR | Skyline & Water Views | VACANT NOW,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1206,225000,yearly,Sajad Nawrozzadeh,Nest Seekers International,71353230052,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67447900.html
Modern 3BR | Palace Beach Residence,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1918,339999,yearly,Numair Lodhi,Salwa Real Estate Broker,71353231097,2026-02-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16297612.html
Premium Layout | Marina View | Bright Apartment,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,850,150000,yearly,Dana Vilmane,Elite Property Brokerage,71353231192,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67849702.html
WONDERFUL VIEWS I LUXURY FURNISHED I SPACIOUS,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,856,200000,yearly,Ahmed Ashraf Ahmed Eid Shahein,fam Properties - Branch 13,71353231572,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-64403228.html
Fully Furnished | Sea View | Upgraded,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,850,180000,yearly,Carlos Cruz,Cruz & Co Real Estate,71353232932,2026-01-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16116147.html
Sea and Marina Skyline View | High End Furnishings,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1337,280000,yearly,Ksenia Zaytseva,D&B Properties,71353235212,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Pmiay0omcS.html
VACANT | BEACH VIEW | LUXURY LIVING,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,870,180000,yearly,Mostafa El Tahawy,ELITE AGENTS PROPERTIES L.L.C,71353235972,2026-03-07,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PyDnwV9wnI.html
Marina Corner Facing | Top Floor | Best 2 Bed Size,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1333,240000,yearly,Dana Vilmane,Elite Property Brokerage,71353236067,2026-02-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16255542.html
Brand New 2 Bed | Views | Available Now,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1200,260000,yearly,Harriet Gouldson,White & Co Real Estate,71353236162,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PjJZ1CDZKa.html
Marina Park Facing | Top Floor | Best 3 Bed + Maid,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1914,390000,yearly,Dana Vilmane,Elite Property Brokerage,71353236257,2026-01-30,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16196464.html
Upgraded | Fully Furnished | Seaside,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1200,295000,yearly,Mariana Demichelis,M N G REAL ESTATE L.L.C S.O.C,71353237017,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Pwz63SZBAX.html
Sea Views | High Floor Unit | Largest Layout,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1918,380000,yearly,Oliver Rust,Prime Location Properties,71353237112,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2Pg94nKc4Uy.html
Sea View | New Apartment | Beach Access,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1337,270000,yearly,Ksenia Zaytseva,D&B Properties,71353237777,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PmjaiIXHhw.html
Brand New | Fully furnished | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1337,250000,yearly,Konstantins Kalinins,Nexus Properties,71353238632,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67457246.html
Brand New | Fully furnished | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1201,250000,yearly,Konstantins Kalinins,Nexus Properties,71353238727,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67443749.html
Brand New | Fully Furnished | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1918,350000,yearly,Konstantins Kalinins,Nexus Properties,71353238822,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67442468.html
Brand New | Best Layout | Amazing Views,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,850,130000,yearly,Konstantins Kalinins,Nexus Properties,71353238917,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67442155.html
Brand New | High Floor | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,726,120000,yearly,Konstantins Kalinins,Nexus Properties,71353239107,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67441844.html
Brand New | High Floor | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,726,120000,yearly,Konstantins Kalinins,Nexus Properties,71353239202,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67441016.html
Best Layout | High Floor | Vacant,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,856,130000,yearly,Konstantins Kalinins,Nexus Properties,71353239297,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67440572.html
Full Marina View | Turn Key | Fully Furnished,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1200,299950,yearly,Vicky Van Gestel,Baron Luxe Real Estate LLC,71353241292,2026-02-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PeIY04kJpA.html
TOP FLOOR UPGRADED | FULL MARINA PARK VIEW,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,850,180000,yearly,Dana Vilmane,Elite Property Brokerage,71353241482,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-67839020.html
Marina View | Ready to move in | Fully Furnished,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,856,179950,yearly,Vicky Van Gestel,Baron Luxe Real Estate LLC,71353241862,2026-02-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PeIbvCBE5A.html
Fully Furnished | High Floor | Marina View,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1918,520000,yearly,Mohammed Zaid Khan,Driven Properties,71353242242,2026-02-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16277758.html
Vacant | Furnished | High Floor | Palm View,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,856,152000,yearly,Aida Cheraghalian,O W J REAL ESTATE L.L.C,71353242717,2026-02-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-2PWIt13D8hE.html
1 BEDROOM | FULLY FURNISHED | BRAND NEW,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,726,170000,yearly,Harris Sajed,Williams International Real Estate,71353243477,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16132064.html
Brand New | Fully Furnished | Ready to Move,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,731,150000,yearly,Mohammad Tbakhi,HOMIFY PROPERTIES L.L.C,71353245342,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16219562.html
New | Vacant | Furnished | Ready to Move,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,597,135000,yearly,Joseph Ghanime,ALH PROPERTIES,71353245627,2026-02-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PXmlVxO60O.html
BEACHFRONT LIVING | BREAND NEW 1BEDROOM | SEA VIEW,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,735,105000,yearly,Bilal Boudjenane,HBS Real Estate,71353246957,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-64423754.html
Private Beach Access | Prime Location | Sea View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,800,130000,yearly,Murad Jened,NOVA CRYSTAL LINE REAL ESTATE L.L.C,71353247537,2026-02-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PUlfngjWAy.html
Spacious | Vacant | Marina Views,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,219999,yearly,Lucas McCone,McCone Properties,71353247652,2026-01-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16181653.html
Upgraded | Furnished | Sea View | Luxury Finish,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,240000,yearly,Kristjuan Markvukaj,National Homes,71353248127,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PnKwt7Xunw.html
Ready To Move | Middle Floor | Luxury Shoreline,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,735,130000,yearly,Adnan Hanif Muhammad Hanif,Al Amman Properties,71353248222,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65574648.html
Upgraded | Marina view|  Brand new,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1141,240000,yearly,Aisha Choudry,betterhomes - Dubai Marina,71353248792,2026-01-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-podium-16121897.html
Brand New 2BR Apartment in Prime Beach Location,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1202,205000,yearly,Taimoor Latif,Country Home Real Estate Broker LLC,71353249837,2026-03-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PrkxOLgu5g.html
Marina View | Prime Location | Spacious,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1173,210000,yearly,Sam McCone,McCone Properties,71353250312,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16281809.html
Ready to Move | Unfurnished | With Maids Room,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1937,400000,yearly,Kiro Stogniy,THRIVESTATE SQUARE REAL ESTATE,71353250407,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PgFcvYzJq4.html
Luxury Furnished | Marina Skyline | Brand New,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1198,249999,yearly,Ekaterina Vlahova,Hamptons International - Leasing,71353250692,2026-03-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Prbozzb1Oa.html
Beachfront 1BR | Living at Palace Beach Residence,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,799,130000,yearly,Ashkan Salehi,LuxuryProperty.com,71353250787,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16318394.html
Beachfront Living | Vacant | Sea Views,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,793,130000,yearly,Abigail Charles,betterhomes - Dubai Marina,71353250977,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65956826.html
NEW FURNITURE| 1-6 CHEQUES| FULL MARINA SEA VIEW,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1845,385000,yearly,Henry Okafor,Elite Property Brokerage,71353251262,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65152461.html
Unfurnished | Palm Views  | High Floor,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,793,135000,yearly,Rakim Taalib,Baron Luxe Real Estate LLC,71353251737,2026-02-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PeLPZQfMau.html
Brand New Unit |  Full Marina View  | Chiller Free,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1206,239500,yearly,Kristina Kimeridze,Rosenheim Luxury Properties,71353252022,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Q4pi3R6H0S.html
Palace Beach Residence Tower |  3BR Apartment,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1937,400000,yearly,Abeer Alnajjar,QASR AL RAYAN REAL ESTATE,71353252117,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67830114.html
Brand New | Pool View | Furnished Option,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1141,218999,yearly,Jenny Davidson,White & Co Real Estate,71353252212,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65150372.html
Fully Furnished| Vacant | Beach Access,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1218,250000,yearly,Oxana Kostyleva,fam Properties - Branch 13,71353253162,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67832589.html
Full Sea and Harbor View|Vacant |Multiple Units,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,244990,yearly,Ahsan Nisar,Aurantius Real Estate,71353253257,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16172421.html
