evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 16,,2,53000.0,53000.0,774.0,,68.0,Apartment | 3650634,GF,G08,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Trade Center 2,Oasis Tower,,,Studio,58212.0,58212.0,547.0,,106.0,Apartment | 3360216,18,1806,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Palm Jumeirah,The Fairmont Palm Residences,The Fairmont Palm Residence North,,1,155000.0,155000.0,1292.0,,120.0,Apartment | 3812733,8,809,New Contract,-,IFA,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Silicon Gates,Silicon Gates 4,,Studio,40000.0,40000.0,359.0,,111.0,Apartment | 6261822,5,521,New Contract,-,Al Derea Group,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Gurg 212 Building,,2,57500.0,57500.0,1152.0,,50.0,Apartment,3,307,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Ward Building,,2,59850.0,59850.0,1324.0,,45.0,Apartment,1,106,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,1,45000.0,45000.0,,,,Apartment,-,603,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Sports City,Royal Residence,Royal Residence 2,,Studio,48000.0,48000.0,440.0,,109.0,Apartment | 6821370,2,210,Renewal,-,Bangash Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,City Gate Building,,3,155000.0,155000.0,1722.0,,90.0,Apartment | 1290200,7,703,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Barsha Building,,1,53361.0,53361.0,678.0,,79.0,Apartment | 3730414,-,306,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Sports City,Elite Sports Residence,Elite Sports Residence 1,,Studio,40000.0,40000.0,434.0,,92.0,Apartment | 6820153,5,514,Renewal,-,Triplanet International,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Badaa,Al Bada Oasis,,,1,56779.0,56779.0,1029.0,,55.0,Apartment,1,111,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Rose 1 Building,,2,85000.0,85000.0,1200.0,,71.0,Apartment,4,412,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Manshoori Building,,2,70000.0,70000.0,15005.0,,5.0,Apartment,-,203,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Al Bafta Grand,,2,85500.0,85500.0,1522.0,,56.0,Apartment,2,201,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Al Baqer Building,,4,120000.0,120000.0,2300.0,,52.0,Apartment | 3170186,5,506,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 3,,,-,45000.0,45000.0,638.0,,71.0,Office,-,308,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Saleh Bin Lahej Building 365,,2,110000.0,110000.0,1519.0,,72.0,Apartment | 3731280,5,502,Renewal,-,Saleh Bin Lahej Real Estate,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Seagull Building,,,2,60900.0,60900.0,1266.0,,48.0,Apartment,2,225,Renewal,-,AWR Properties,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,,,2,90000.0,90000.0,1074.0,,84.0,Apartment | 3190258,2,201,New Contract,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Town Square,Holland Gardens,,,2,100000.0,100000.0,1065.0,,94.0,Apartment | 9229082,4,409,New Contract,-,Nshama,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Karam Pioneer Buildings,,2,44100.0,44100.0,750.0,,59.0,Apartment,0,5,Renewal,-,M&K Real Estate Brokers,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Sama Residence,,3,90000.0,90000.0,1591.0,,57.0,Apartment | 2310106,5,0512,New Contract,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Mirdif,-,,,-,140000.0,140000.0,,16571.0,,Villa,G+1,0,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City Phase 2,LOlivier Residence,,,1,68000.0,68000.0,871.0,,78.0,Apartment | 6240905,3,318,New Contract,-,Khaled Abdulkader Karimeh,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,API Residency,,2,65000.0,65000.0,1680.0,,39.0,Apartment,2,N1F0201,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Marina,The Residences at Marina Gate,The Residences at Marina Gate 2,,1,125000.0,125000.0,770.0,,162.0,Apartment | 3925336,58,5802,New Contract,Marina,Select Group,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,50175.0,50175.0,1329.0,,38.0,Apartment,-,107,Renewal,-,Private Developer,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Business Bay,The Binary Tower,,,-,10000.0,10000.0,172.0,,58.0,Retail | 3460499,G,G02,Renewal,-,Omniyat,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 42,,1,41745.0,41745.0,666.0,,63.0,Apartment | 3650634,3,310,Renewal,-,Dubai Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Abdul Aziz Al Majid Tower,,1,50000.0,50000.0,,,,Apartment,-,409,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 13,Sobha Daffodil,,Studio,43800.0,43800.0,457.0,,96.0,Apartment | 6817038,7,712,Renewal,-,Sobha Group,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,Bayt Al Muteena 01,,1,58627.0,62000.0,886.0,,66.0,Apartment,10,1054,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Safa,Al Safa 1,Al Safa Park Complex,,-,100000.0,100000.0,1237.0,,81.0,Retail | 3530392,G,B7-SR-3,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,CBD,Trafalgar Tower,,1,41000.0,41000.0,885.0,,46.0,Apartment | 6211995,9,915,Renewal,-,Fakhruddin Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Contemporary Cluster,Building 123,,1,44965.0,44965.0,839.0,,54.0,Apartment | 59110073,G,G04,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Barsha Heights,Vista Tower,,,1,61900.0,61900.0,796.0,,78.0,Apartment | 3830293,9,909,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Rashidiya,Bin Sougat Center Mall,,,-,121040.0,121040.0,715.0,,169.0,Retail | 2163281,GROUND,G-21,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Awqaf Building,,2,48000.0,48000.0,1034.0,,46.0,Apartment,3,Flat 311,Renewal,-,AWQAF & Minors Affairs Foundation,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Hor Al Anz,Hor Al Anz East,,-,45100.0,45100.0,527.0,,86.0,Office,-,M21,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Gulf Residence,,2,140000.0,140000.0,2700.0,,52.0,Apartment | 3190216,8,802 B,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Downtown Dubai,Downtown,Upper Crest,,2,141944.0,140000.0,1143.0,,125.0,Hotel Apartment | 3450392,31,3101,Renewal,-,DAMAC Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Arabian Ranches 3,Bliss,,,3,175000.0,175000.0,2238.0,1358.0,78.0,Townhouse | 6482821,G+1,35,Renewal,-,Emaar,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,Al Mashoura Building,,1,68000.0,68000.0,850.0,,80.0,Apartment | 1240108,7,710,New Contract,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Hamriya,,,Studio,40000.0,40000.0,323.0,,124.0,Apartment,-,207,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Shamsi Building,,Studio,33033.0,33033.0,452.0,,73.0,Apartment | 2310195,4,412 A,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai South,Expo City,Expo Village,Expo Village Residences 4 | Expo Village Residences 4E,1,52800.0,52800.0,716.0,,74.0,Apartment,8,4E-808,Renewal,-,Dubai World Trade Centre,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Garhoud,-,,,-,27561.0,27561.0,108.0,,255.0,Office,-,7-62,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,Russia Cluster,Block W,Building W-02,1,37485.0,37485.0,715.0,,52.0,Apartment | 6211748,3,302,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Badaa,Salim Bin Butty Bin Sohel Building,,,1,54000.0,54000.0,,,,Apartment,2,F-202,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Nad Al Hamar,Wasl Nad Tower,,,2,65973.0,65973.0,1139.0,,58.0,Apartment | 4168093,13,1308,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Ras,,,-,48000.0,48000.0,538.0,,89.0,Office,-,OFFICE NO 02,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R432,,2,39000.0,39000.0,1046.0,,37.0,Apartment,2,259,Renewal,-,Wasl,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,2,53500.0,53500.0,1206.0,,44.0,Apartment,-,413,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,2,54500.0,54500.0,1190.0,,46.0,Apartment,-,315,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,2,30319.0,30319.0,600.0,,51.0,Apartment,-,6,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah,Jumeirah 1,,,-,231641.0,231641.0,,3943.0,,Villa,G+1,0,Renewal,-,Private Developer,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,Al Aman House,,2,87098.0,87098.0,1442.0,,60.0,Apartment,2,202,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Starz By Danube,Starz By Danube Tower 1,Studio,49250.0,49250.0,409.0,,120.0,Apartment | 5912273,5,504,Renewal,-,Danube Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Ayat Heights,,2,70000.0,70000.0,135.0,,519.0,Apartment | 2310353,15,1501,New Contract,-,Ayat Development,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,Nashwan Building,,2,90000.0,90000.0,1364.0,,66.0,Apartment | 3160594,1,114 B,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,SS Lootah Building,,2,95000.0,95000.0,899.0,,106.0,Apartment | 3730403,THIRD FLOOR,302,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Basha,,1,39500.0,39500.0,592.0,,67.0,Apartment,12,1203,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Rukan,Rukan Lofts,,,1,80000.0,80000.0,734.0,1099.0,109.0,Townhouse | 6653668,G+1,F43,New Contract,-,Reportage Real Estate,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Baraha,,,1,40000.0,40000.0,522.0,,77.0,Apartment,-,G01,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Arjan,Dania,Dania - Block A,,1,50400.0,50400.0,763.0,,66.0,Apartment | 6731146,1,B-109,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Barsha Heights,Al Amir Building,,,2,78750.0,78750.0,1634.0,,48.0,Apartment | 3830261,10,1007,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,-,,,1,41323.0,41323.0,754.0,,55.0,Apartment,1,107,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 3,,,1,56600.0,56600.0,645.0,,88.0,Apartment | 2460169,6,602,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Arjan,Al Sayyah Residence,Al Sayyah Residence B,,1,70000.0,70000.0,931.0,,75.0,Apartment | 6734111,11,1104,New Contract,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Nad Al Hamar,Al Bahari 3,,,1,50000.0,50000.0,692.0,,72.0,Apartment | 4168037,7,702,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Hor Al Anz,Hor Al Anz Plaza,,1,55000.0,55000.0,520.0,,106.0,Apartment,1,120,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Murar,,,-,30000.0,30000.0,373.0,,80.0,Apartment,4,FLAT NO.414,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Nasser Lootha Building,,2,53500.0,53500.0,950.0,,56.0,Apartment | 2410543,FOURTH,F-406,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Khattal Building,,2,57000.0,57000.0,1600.0,,36.0,Apartment,2,204,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Topaz Avenue,,1,80000.0,80000.0,1057.0,,76.0,Apartment | 5912316,11,1101,Renewal,-,Grand Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,IDS Building,,-,15000.0,15000.0,269.0,,56.0,Office | 3180839,2,218,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,,,1,68000.0,68000.0,6997.0,,10.0,Apartment,-,102,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,70000.0,70000.0,1209.0,,58.0,Apartment,2,219,Renewal,-,Private Developer,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Sama Residence,,2,67000.0,67000.0,1080.0,,62.0,Apartment | 2310106,1,0115,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Hor Al Anz,,,1,31999.0,31999.0,630.0,,51.0,Apartment | 1270146,G,1,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Thani Building,,1,54000.0,54000.0,737.0,,73.0,Apartment,5,511,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Town Square,Ascot Residences,,,1,65000.0,65000.0,593.0,,110.0,Apartment | 9229084,2,204,Renewal,-,Nshama,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 41,,Studio,36000.0,36000.0,454.0,,79.0,Apartment | 3650634,1,103,Renewal,-,Dubai Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,,,2,121548.0,121548.0,1139.0,,107.0,Apartment | 3190258,2,204,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Trade Center 1,Blue Tower,,,1,95000.0,95000.0,969.0,,98.0,Apartment,63,6303,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,Bayt Al Muteena 03,,1,57750.0,57750.0,836.0,,69.0,Apartment | 1234428,2,205,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 1-6,,2,60000.0,60000.0,1210.0,,50.0,Apartment | 3650634,GF,G17,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Mirdif,Ghoroob,Building A26,,2,63945.0,63945.0,1206.0,,53.0,Apartment | 2514114,2,206,Renewal,-,Dubai Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Saratoga Complex,,2,94500.0,94500.0,1474.0,,64.0,Apartment | 3730433,4,421,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Saratoga Complex,,2,89100.0,89100.0,1388.0,,64.0,Apartment | 3730433,3,329,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Saratoga Complex,,2,89250.0,89250.0,1344.0,,66.0,Apartment | 3730433,2,212,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Abdul Aziz Al Majid Tower,,3,80000.0,80000.0,,,,Apartment,-,604,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Trade Center 2,Al Kawakeb Buildings,Al Kawakeb C,,1,57750.0,57750.0,712.0,,81.0,Apartment | 3360133,1,104,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 248,,1,51802.0,51802.0,947.0,,55.0,Apartment | 59110204,3,312,Renewal,-,Nakheel,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,Business Village,Business Village B,-,7490.0,15000.0,108.0,,69.0,Office,-,301-10,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Business Bay,The Court Tower,,,-,366461.0,366461.0,2053.0,,179.0,Office | 3460489,16,1604,Renewal,-,Tanmiyat,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,2,65000.0,65000.0,1478.0,,44.0,Apartment,9,917,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Zen Cluster,Building 28,,Studio,31878.0,31878.0,472.0,,68.0,Apartment | 59110309,2,213,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Dubai Investment Building,,2,55125.0,55125.0,14477.0,,4.0,Apartment,6,flat 607,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Rainbow Residences,Rainbow Residence 4,,1,41000.0,41000.0,746.0,,55.0,Apartment,1,102,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Abdul Aziz Al Majid Building,,,2,65000.0,65000.0,,,,Apartment,-,710,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Abdul Aziz Al Majid Building,,,3,83000.0,83000.0,,,,Apartment,-,502,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 4,,,-,150000.0,150000.0,,1000.0,,Villa,G+1,0,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Victoria Residence,,1,55650.0,55650.0,1143.0,,49.0,Apartment | 3170193,THIRD FLOOR,VR309,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Aliya,,2,63419.0,63419.0,1150.0,,55.0,Apartment,2,204,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R446,Wasl Building R446 Block A,2,47408.0,47408.0,1438.0,,33.0,Apartment,0,G07D,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Naif,Gargash Center,,-,38544.0,38544.0,380.0,,101.0,Office | 1181177,4,413,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Production City,Lakeside Residence,Lakeside Tower C,,Studio,27500.0,27500.0,369.0,,75.0,Apartment | 6854304,1,105,Renewal,-,DAMAC Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Arabian Gate,,,Studio,50000.0,50000.0,450.0,,111.0,Apartment | 6262608,9,905,Renewal,-,Time Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,Emirates Cluster,Building 20,,1,34650.0,34650.0,693.0,,50.0,Apartment | 6211583,4,405,Renewal,-,Nakheel,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Satwa,-,,,1,52000.0,52000.0,464.0,,112.0,Apartment | 3342191,3,F-303,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,2,27000.0,27000.0,1443.0,,19.0,Apartment | 2450765,2,Flat 209,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Nad Al Hamar,Quartz Tower,,,1,46200.0,46200.0,689.0,,67.0,Apartment | 4168149,1,105,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Industrial City,Julnar Building,,,Studio,32000.0,32000.0,356.0,,90.0,Apartment,3,321,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Aal Mir Warehouse,,-,80000.0,80000.0,8339.0,,10.0,Warehouse | 5980932,G,WH-6A,Renewal,-,Dubai Investments Park Development Company,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,The Gardens,The Gardens Buildings,The Gardens Building 110,,1,71500.0,71500.0,710.0,,101.0,Apartment | 59111463,2,32,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mogul Cluster,Building 195,,1,100000.0,100000.0,947.0,,106.0,Apartment | 59110233,2,210,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 18,10C Building,,2,83000.0,83000.0,1204.0,,69.0,Apartment | 6817796,8,802,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,Russia Cluster,Block V,Building V-18,1,37500.0,37500.0,742.0,,51.0,Apartment | 6211677,1,108,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Blue Diamond,,3,116070.0,116070.0,2163.0,,54.0,Apartment,2,210,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Investments Park,Uniestate Mansion,,,Studio,36750.0,36750.0,403.0,,91.0,Apartment | 5981356,1,104,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
